Messstellennummer,Bezirk,Auspraegung,Grundwasserleiter,Datum,Parameterwert,Einheit,Ganglinie,Klassifikation,stammdaten_link
8964,Treptow-Köpenick,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),29.10.2025,11.30,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=8964&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=8964
9092,Mitte,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),27.09.2017,14.10,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=9092&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=9092
9401,Treptow-Köpenick,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),29.10.2025,14.60,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=9401&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=9401
10421,Treptow-Köpenick,"GW-Stand, tagesaktuell + GW-Güte 3",Hauptgrundwasserleiter (GWL 1.3 + 2),29.10.2025,11.60,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=10421&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=10421
10790,Treptow-Köpenick,GW-Güte 1,Hauptgrundwasserleiter (GWL 1.3 + 2),24.04.2023,10.10,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=10790&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=10790
15000,Pankow,GW-Güte 1,Panketalgrundwasserleiter (GWL 1.2),09.10.2025,11.90,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=15000&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=15000
15001,Pankow,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),27.10.2025,11.50,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=15001&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=15001
15049,Lichtenberg,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),06.10.2025,12.40,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=15049&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=15049
15065,Treptow-Köpenick,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),29.10.2025,11.40,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=15065&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=15065
15101,Lichtenberg,"GW-Stand, tagesaktuell + GW-Güte 3",Hauptgrundwasserleiter (GWL 1.3 + 2),06.10.2025,11.70,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=15101&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=15101
15109,Lichtenberg,GW-Güte 1,Hauptgrundwasserleiter (GWL 1.3 + 2),06.10.2025,11.60,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=15109&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=15109
15147,Treptow-Köpenick,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),18.11.2025,13.30,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=15147&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=15147
15150,Pankow,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),12.11.2025,11.10,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=15150&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=15150
15152,Treptow-Köpenick,"GW-Stand, tagesaktuell + GW-Güte 3",Hauptgrundwasserleiter (GWL 1.3 + 2),17.11.2025,11.00,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=15152&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=15152
15153,Treptow-Köpenick,"GW-Stand, tagesaktuell + GW-Güte 3",Elsterzeitl. GW-Leiter (GWL 3),17.11.2025,11.10,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=15153&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=15153
15156,Pankow,GW-Stand + GW-Güte 5,Panketalgrundwasserleiter (GWL 1.2),20.10.2025,11.00,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=15156&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=15156
15160,Treptow-Köpenick,"GW-Stand, tagesaktuell + GW-Güte 3",Elsterzeitl. GW-Leiter (GWL 3),24.10.2018,11.20,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=15160&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=15160
15162,Treptow-Köpenick,"GW-Stand, tagesaktuell + GW-Güte 3",Elsterzeitl. GW-Leiter (GWL 3),24.10.2018,11.70,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=15162&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=15162
15163,Treptow-Köpenick,"GW-Stand, tagesaktuell + GW-Güte 3",Hauptgrundwasserleiter (GWL 1.3 + 2),17.11.2025,10.70,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=15163&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=15163
15174,Treptow-Köpenick,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),07.10.2019,14.80,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=15174&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=15174
17303,Treptow-Köpenick,"GW-Stand, tagesaktuell + GW-Güte 3",Hauptgrundwasserleiter (GWL 1.3 + 2),22.10.2025,11.00,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=17303&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=17303
17304,Treptow-Köpenick,"GW-Stand, tagesaktuell + GW-Güte 3",Hauptgrundwasserleiter (GWL 1.3 + 2),22.10.2025,11.10,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=17304&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=17304
17306,Lichtenberg,"GW-Stand, tagesaktuell + GW-Güte 3",Hauptgrundwasserleiter (GWL 1.3 + 2),09.10.2025,10.70,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=17306&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=17306
23701,Pankow,"GW-Stand, tagesaktuell + GW-Güte 3",Hauptgrundwasserleiter (GWL 1.3 + 2),20.10.2025,11.60,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=23701&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=23701
23703,Pankow,GW-Stand + GW-Güte 5,Panketalgrundwasserleiter (GWL 1.2),18.07.2018,9.70,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=23703&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=23703
23750,Pankow,GW-Stand + GW-Güte 5,Panketalgrundwasserleiter (GWL 1.2),12.11.2025,13.00,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=23750&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=23750
95580,Marzahn-Hellersdorf,"GW-Stand, tagesaktuell + GW-Güte 3",Hauptgrundwasserleiter (GWL 1.3 + 2),27.10.2025,10.60,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=95580&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=95580
97766,Mitte,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),22.10.2025,13.90,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=97766&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=97766
97894,Pankow,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),18.07.2018,10.50,°C,https://wasserportal.berlin.de/station.php?anzeige=g&thema=gwq&station=97894&nstoffid=10,keine,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gwq&station=97894
